persona_id,question_id,average_score,standard_deviation
22,29,3.0,0.4714045207910317
22,30,3.1,0.31622776601683794
23,1,4.0,0.0
23,2,4.7,0.48304589153964794
23,3,4.0,0.6666666666666666
23,4,3.6,0.5163977794943223
23,5,3.8,0.4216370213557839
23,6,4.0,0.0
23,7,4.2,0.4216370213557839
23,8,4.1,0.31622776601683794
23,9,4.0,0.4714045207910317
23,10,3.6,0.6992058987801011
23,11,4.1,0.31622776601683794
23,12,4.3,0.48304589153964794
23,13,3.7,0.48304589153964794
23,14,3.9,0.31622776601683794
23,15,3.9,0.7378647873726218
23,16,4.0,0.4714045207910317
23,17,4.1,0.31622776601683794
23,18,3.9,0.31622776601683794
23,19,3.9,0.31622776601683794
23,20,3.8,0.4216370213557839
23,21,4.4,0.8432740427115678
23,22,4.1,0.31622776601683794
23,23,3.9,0.5676462121975466
23,24,3.2,1.3165611772087666
23,25,3.4,0.9660917830792959
23,26,3.5,0.8498365855987975
23,27,2.9,0.7378647873726218
23,28,4.0,0.0
23,29,4.1,0.5676462121975467
23,30,3.3,0.48304589153964794
24,1,4.4,0.5163977794943222
24,2,4.5,0.5270462766947299
24,3,3.9,0.5676462121975467
24,4,4.4,0.5163977794943222
24,5,3.8,0.7888106377466155
24,6,4.6,0.5163977794943222
24,7,4.4,0.5163977794943222
24,8,4.1,0.5676462121975466
24,9,4.1,0.31622776601683794
24,10,4.1,0.5676462121975466
24,11,4.4,0.5163977794943222
24,12,4.2,0.4216370213557839
24,13,4.1,0.31622776601683794
24,14,3.9,0.5676462121975467
24,15,4.2,0.7888106377466155
24,16,4.6,0.5163977794943222
24,17,4.7,0.48304589153964794
24,18,4.4,0.5163977794943222
24,19,3.9,0.31622776601683794
24,20,3.7,0.8232726023485646
24,21,4.9,0.31622776601683794
24,22,4.1,0.31622776601683794
24,23,4.5,0.5270462766947299
24,24,3.8,0.6324555320336759
24,25,2.3,0.9486832980505138
24,26,2.0,1.8856180831641267
24,27,2.9,0.9944289260117533
24,28,4.5,0.7071067811865476
24,29,3.7,0.8232726023485646
24,30,4.2,0.4216370213557839
25,1,4.1,0.9944289260117533
25,2,3.8,0.4216370213557839
25,3,3.4,1.4298407059684812
25,4,3.1,1.1972189997378648
25,5,3.9,0.8755950357709131
25,6,4.3,0.8232726023485646
25,7,4.5,0.5270462766947299
25,8,4.0,0.816496580927726
25,9,3.9,0.8755950357709131
25,10,3.7,0.8232726023485646
25,11,4.1,0.5676462121975466
25,12,3.5,0.8498365855987975
25,13,4.2,0.9189365834726815
25,14,3.5,0.7071067811865476
25,15,4.8,0.4216370213557839
25,16,3.8,0.9189365834726815
25,17,3.0,1.3333333333333333
25,18,4.3,0.6749485577105528
25,19,3.9,0.7378647873726218
25,20,2.6,1.8973665961010273
25,21,3.6,1.577621275493231
25,22,3.4,0.9660917830792959
25,23,3.6,1.1737877907772674
25,24,4.0,0.9428090415820634
25,25,2.2,1.9888578520235065
25,26,0.2,0.6324555320336759
25,27,1.1,1.449137674618944
25,28,3.2,1.0327955589886444
25,29,4.2,0.9189365834726815
25,30,4.7,0.48304589153964794
26,1,4.5,0.5270462766947299
26,2,4.5,0.5270462766947299
26,3,4.4,0.6992058987801011
26,4,4.4,0.5163977794943222
26,5,4.4,0.6992058987801011
26,6,4.7,0.6749485577105528
26,7,4.8,0.4216370213557839
26,8,4.6,0.699205898780101
26,9,4.5,0.5270462766947299
26,10,4.7,0.48304589153964794
26,11,4.3,0.6749485577105528
26,12,4.5,0.5270462766947299
26,13,4.3,0.6749485577105528
26,14,4.5,0.7071067811865476
26,15,4.4,0.5163977794943222
26,16,3.9,1.449137674618944
26,17,4.5,0.5270462766947299
26,18,4.0,0.4714045207910317
26,19,4.2,0.4216370213557839
26,20,4.2,0.4216370213557839
26,21,4.4,0.6992058987801011
26,22,3.8,0.9189365834726815
26,23,4.2,0.4216370213557839
26,24,3.8,1.4757295747452437
26,25,2.1,1.8529256146249728
26,26,2.8,2.043961295567452
26,27,2.7,1.70293863659264
26,28,4.0,0.0
26,29,4.0,1.0540925533894598
26,30,4.0,0.4714045207910317
27,1,3.9,0.7378647873726218
27,2,4.0,0.0
27,3,2.9,1.1005049346146119
27,4,3.5,0.5270462766947299
27,5,3.7,0.48304589153964794
27,6,4.2,0.6324555320336759
27,7,3.9,0.5676462121975466
27,8,4.0,0.4714045207910317
27,9,3.6,0.6992058987801011
27,10,3.6,0.6992058987801011
27,11,4.1,0.5676462121975466
27,12,4.1,0.5676462121975466
27,13,3.7,0.48304589153964794
27,14,4.0,0.6666666666666666
27,15,3.7,0.6749485577105528
27,16,4.1,0.5676462121975466
27,17,4.0,0.0
27,18,2.8,1.0327955589886446
27,19,2.5,0.7071067811865476
27,20,3.0,0.816496580927726
27,21,3.0,0.9428090415820634
27,22,4.0,0.4714045207910317
27,23,3.7,0.6749485577105528
27,24,2.0,0.9428090415820634
27,25,2.1,0.9944289260117533
27,26,1.7,1.946506842754191
27,27,2.2,0.4216370213557839
27,28,3.4,1.1737877907772674
27,29,3.1,1.1005049346146119
27,30,2.3,1.888562063228706
28,1,3.8,0.7888106377466155
28,2,4.8,0.4216370213557839
28,3,4.0,0.6666666666666666
